Sums: 484.65188728135234, 271.70111246987835 
CTCQS3CKSKHole pair | V_1 | V_2
CJDT | -0.8834951835686233 | 0.5527352787466482 
CJHT | -0.8834951835686234 | 0.5527352787466482 
CJST | -0.8834951835686234 | 0.5527352787466481 
DAS9 | -0.8928025896418382 | 0.6400765188433581 
D9SA | -0.8928025896418412 | 0.6400765188433579 
H9SA | -0.8928025896418413 | 0.6400765188433579 
D9HA | -0.8928025896418414 | 0.6400765188433581 
H9HA | -0.8928025896418414 | 0.6400765188433581 
HAS9 | -0.8928025896418416 | 0.6400765188433581 
S9SA | -0.8928025896418416 | 0.6400765188433581 
D9DA | -0.8928025896418419 | 0.640076518843358 
DAH9 | -0.8928025896418419 | 0.6400765188433581 
C2DJ | -1.3249230853262257 | 0.31697318522363055 
C2SJ | -1.3249230853262257 | 0.31697318522363055 
C2HJ | -1.3249230853262262 | 0.3169731852236305 
C6DJ | -1.3249548159461724 | 0.31961452174118354 
C6SJ | -1.3249548159461724 | 0.31961452174118354 
C6HJ | -1.3249548159461726 | 0.31961452174118354 
C4DJ | -1.324956253563256 | 0.319778046354034 
C4SJ | -1.324956253563256 | 0.31977804635403406 
C4HJ | -1.3249562535632562 | 0.31977804635403406 
C5DJ | -1.324956864605856 | 0.31969493583027264 
C5SJ | -1.324956864605856 | 0.31969493583027264 
C5HJ | -1.3249568646058565 | 0.31969493583027264 
C7DJ | -1.328264655132084 | 0.34606344388400345 
C7SJ | -1.328264655132084 | 0.3460634438840034 
C7HJ | -1.3282646551320847 | 0.3460634438840034 
C8DJ | -1.332621396009351 | 0.375606913109994 
C8HJ | -1.3326213960093511 | 0.37560691310999395 
C8SJ | -1.332621396009354 | 0.37560691310999395 
CJD7 | -1.33427789554946 | 0.3288383431523642 
CJH7 | -1.33427789554946 | 0.32883834315236427 
CJS7 | -1.3342778955494603 | 0.3288383431523642 
CJS2 | -1.3362475608078261 | 0.2990371434601965 
CJD2 | -1.3362475608078264 | 0.2990371434601966 
CJH2 | -1.3362475608078266 | 0.2990371434601966 
CJS4 | -1.336293103918091 | 0.3019821161187638 
CJD4 | -1.3362931039180912 | 0.3019821161187637 
CJH4 | -1.3362931039180945 | 0.30198211611876397 
CJD5 | -1.3362936947212112 | 0.3018995653581414 
CJS5 | -1.3362936947212112 | 0.3018995653581414 
CJH5 | -1.3362936947212147 | 0.3018995653581416 
CJS6 | -1.3362941748069679 | 0.3018155819719802 
CJD6 | -1.336294174806968 | 0.30181558197198044 
CJH6 | -1.3362941748069717 | 0.30181558197198044 
CJD8 | -1.3440258828326488 | 0.3737570825966521 
CJH8 | -1.344025882832649 | 0.3737570825966521 
CJS8 | -1.3440258828326492 | 0.373757082596652 
D7SJ | -1.35098658416166 | 0.333578291513448 
H7SJ | -1.3509865841616602 | 0.333578291513448 
D7DJ | -1.3509865841616604 | 0.3335782915134481 
DJH7 | -1.3509865841616604 | 0.333578291513448 
S7SJ | -1.3509865841616604 | 0.333578291513448 
D7HJ | -1.3509865841616606 | 0.3335782915134481 
DJS7 | -1.3509865841616608 | 0.333578291513448 
H7HJ | -1.3509865841616608 | 0.3335782915134481 
HJS7 | -1.350986584161661 | 0.333578291513448 
DJS2 | -1.352925031846189 | 0.30368734661665914 
S2SJ | -1.352925031846189 | 0.3036873466166592 
D2SJ | -1.3529250318461892 | 0.3036873466166592 
H2SJ | -1.3529250318461892 | 0.3036873466166591 
D2DJ | -1.3529250318461894 | 0.3036873466166592 
DJH2 | -1.3529250318461894 | 0.3036873466166591 
HJS2 | -1.3529250318461894 | 0.30368734661665914 
H2HJ | -1.3529250318461898 | 0.30368734661665914 
D2HJ | -1.35292503184619 | 0.30368734661665925 
D4SJ | -1.352973240638314 | 0.3066424926969536 
DJS4 | -1.3529732406383141 | 0.30664249269695365 
S4SJ | -1.3529732406383141 | 0.30664249269695365 
H4SJ | -1.3529732406383144 | 0.30664249269695365 
D4DJ | -1.3529732406383146 | 0.30664249269695365 
DJH4 | -1.3529732406383146 | 0.30664249269695376 
HJS4 | -1.3529732406383146 | 0.30664249269695365 
D4HJ | -1.352973240638315 | 0.3066424926969536 
H4HJ | -1.352973240638315 | 0.30664249269695365 
S5SJ | -1.352973817419453 | 0.3065595205458297 
D5DJ | -1.3529738174194534 | 0.30655952054582974 
D5SJ | -1.3529738174194534 | 0.30655952054582974 
DJH5 | -1.3529738174194534 | 0.30655952054582963 
DJS5 | -1.3529738174194534 | 0.30655952054582963 
H5SJ | -1.3529738174194534 | 0.3065595205458297 
HJS5 | -1.3529738174194534 | 0.30655952054582963 
H5HJ | -1.3529738174194539 | 0.30655952054582974 
D5HJ | -1.352973817419454 | 0.3065595205458297 
D6SJ | -1.3529742930507715 | 0.30647504239148665 
H6SJ | -1.3529742930507715 | 0.30647504239148665 
S6SJ | -1.3529742930507715 | 0.3064750423914866 
DJH6 | -1.3529742930507718 | 0.3064750423914866 
DJS6 | -1.3529742930507718 | 0.30647504239148665 
D6DJ | -1.352974293050772 | 0.30647504239148665 
D6HJ | -1.3529742930507722 | 0.30647504239148665 
H6HJ | -1.3529742930507722 | 0.30647504239148665 
HJS6 | -1.3529742930507722 | 0.3064750423914866 
D8SJ | -1.3606218762552138 | 0.3786755972197917 
H8SJ | -1.3606218762552138 | 0.3786755972197917 
D8DJ | -1.3606218762552142 | 0.3786755972197918 
DJH8 | -1.3606218762552142 | 0.3786755972197917 
S8SJ | -1.3606218762552142 | 0.3786755972197918 
D8HJ | -1.3606218762552147 | 0.3786755972197917 
H8HJ | -1.3606218762552147 | 0.3786755972197918 
DJS8 | -1.360621876255215 | 0.3786755972197918 
HJS8 | -1.3606218762552151 | 0.3786755972197918 
C8D9 | -2.3216876067643697 | -0.3348967915485827 
C8H9 | -2.321687606764371 | -0.33489679154858265 
C8S9 | -2.3216876067643986 | -0.33489679154858254 
C7D9 | -2.3217514114886217 | -0.3922684111650855 
C7H9 | -2.3217514114886235 | -0.3922684111650854 
C7S9 | -2.3217514114886235 | -0.39226841116508543 
C6D9 | -2.3220424172457674 | -0.4316231885023784 
C6H9 | -2.3220424172457688 | -0.43162318850237846 
C6S9 | -2.3220424172457688 | -0.4316231885023784 
C5D9 | -2.322044316747665 | -0.43144728250842873 
C5H9 | -2.3220443167476663 | -0.4314472825084288 
C5S9 | -2.3220443167476668 | -0.4314472825084287 
C4D9 | -2.322045089010354 | -0.43127637105304906 
C4S9 | -2.3220450890103552 | -0.43127637105304906 
C4H9 | -2.3220450890103557 | -0.43127637105304906 
C2D9 | -2.3691872490852193 | -0.4294714674467962 
C2H9 | -2.36918724908522 | -0.42947146744679615 
C2S9 | -2.3691872490852206 | -0.42947146744679615 
C9D8 | -2.394060523451277 | -0.3222706683819084 
C9H8 | -2.394060523451278 | -0.3222706683819084 
C9S8 | -2.394060523451279 | -0.3222706683819083 
C9D7 | -2.394341956021325 | -0.40877580849491346 
C9H7 | -2.394341956021326 | -0.40877580849491346 
C9S7 | -2.394341956021327 | -0.40877580849491335 
C9D6 | -2.3946517591373357 | -0.45019611556553346 
C9S6 | -2.394651759137336 | -0.45019611556553346 
C9H6 | -2.3946517591373366 | -0.4501961155655335 
C9S5 | -2.3946524326870167 | -0.4500193768732566 
C9D5 | -2.3946524326870176 | -0.4500193768732566 
C9H5 | -2.394652432687018 | -0.45001937687325655 
C9S4 | -2.3946531402960156 | -0.44984700362272007 
C9D4 | -2.3946531402960165 | -0.44984700362272023 
C9H4 | -2.3946531402960174 | -0.4498470036227201 
D8D9 | -2.396656529322001 | -0.32329904298292034 
H8H9 | -2.3966565293220023 | -0.32329904298292034 
D8S9 | -2.396656529322003 | -0.32329904298292034 
D9H8 | -2.396656529322003 | -0.32329904298292034 
S8S9 | -2.396656529322003 | -0.3232990429829203 
D8H9 | -2.3966565293220032 | -0.32329904298292034 
D9S8 | -2.3966565293220037 | -0.32329904298292034 
H8S9 | -2.3966565293220046 | -0.32329904298292034 
H9S8 | -2.396656529322005 | -0.3232990429829204 
D7D9 | -2.396941797937297 | -0.4092753901648146 
D7H9 | -2.3969417979372984 | -0.4092753901648146 
D9H7 | -2.396941797937299 | -0.4092753901648146 
D7S9 | -2.3969417979372993 | -0.4092753901648146 
H7H9 | -2.3969417979372993 | -0.4092753901648146 
S7S9 | -2.3969417979372993 | -0.4092753901648146 
D9S7 | -2.3969417979373 | -0.4092753901648146 
H7S9 | -2.3969417979373007 | -0.4092753901648147 
H9S7 | -2.396941797937301 | -0.40927539016481457 
D6D9 | -2.3972443829911367 | -0.45043914919614636 
D9H6 | -2.397244382991137 | -0.45043914919614636 
D6H9 | -2.3972443829911376 | -0.45043914919614636 
D9S6 | -2.3972443829911376 | -0.45043914919614647 
D6S9 | -2.3972443829911385 | -0.45043914919614636 
H6H9 | -2.3972443829911385 | -0.45043914919614647 
S6S9 | -2.3972443829911385 | -0.4504391491961464 
H6S9 | -2.3972443829911394 | -0.4504391491961464 
H9S6 | -2.3972443829911394 | -0.45043914919614647 
D5D9 | -2.397245042105884 | -0.4502635403609243 
D9S5 | -2.397245042105884 | -0.4502635403609243 
D5H9 | -2.3972450421058853 | -0.45026354036092425 
D9H5 | -2.3972450421058853 | -0.4502635403609243 
H9S5 | -2.3972450421058853 | -0.4502635403609243 
D5S9 | -2.3972450421058857 | -0.4502635403609243 
S5S9 | -2.3972450421058857 | -0.45026354036092425 
H5H9 | -2.397245042105886 | -0.4502635403609243 
H5S9 | -2.3972450421058866 | -0.4502635403609243 
D9S4 | -2.397245735488274 | -0.45009226908918826 
H9S4 | -2.3972457354882755 | -0.45009226908918826 
D4H9 | -2.3972457354882764 | -0.4500922690891883 
D4S9 | -2.3972457354882764 | -0.4500922690891883 
D9H4 | -2.3972457354882764 | -0.45009226908918826 
S4S9 | -2.3972457354882764 | -0.4500922690891882 
H4H9 | -2.3972457354882772 | -0.4500922690891883 
H4S9 | -2.3972457354882777 | -0.4500922690891883 
D4D9 | -2.3972457354883057 | -0.4500922690891884 
C9S2 | -2.4447017546687997 | -0.4482477877009792 
C9D2 | -2.444701754668801 | -0.4482477877009791 
C9H2 | -2.4447017546688015 | -0.44824778770097917 
D9S2 | -2.447091430180463 | -0.4483456839562262 
D2D9 | -2.4470914301804636 | -0.4483456839562262 
D2H9 | -2.4470914301804645 | -0.44834568395622615 
H9S2 | -2.4470914301804645 | -0.4483456839562261 
D9H2 | -2.447091430180465 | -0.4483456839562261 
S2S9 | -2.447091430180465 | -0.4483456839562262 
D2S9 | -2.4470914301804654 | -0.4483456839562262 
H2H9 | -2.4470914301804663 | -0.44834568395622615 
H2S9 | -2.4470914301804667 | -0.4483456839562262 
